ratings,reviews
5,This is an item that is easy to use for novices. My child uses it and has no issues
4,Easy to use. Pretty user friendly. It is good value for the price
5,"No problems with tablet, kids love it and the size is great"
4,"My nephews love to play with my phone. Now as anyone who has been around small humans knows they have an astounding ability to perpetually have something sticky on their hands. However, if its a rare case where they don't they will probably drop the device from the lack of said stickum. The kindel has come to my rescue as it has everything they need to be entertained. And best of all it lacks the anxiety inducing price tag for that moment when the kids demonstrate Murphy's law in action."
5,Was a present for my 14 year old grandson. He was very pleased.
4,"The Kindle fits me to a ""T"". Very quick to start. It shows how to get things done."
5,"For under $100 this 8"" tablet is a bargain. I do all I want on it like; check email, Facebook, Twitter, watch YouTube, read books, and shop on eBay or Amazon. I've been very pleased with my purchase."
5,Bought this for my wife for our anniversary she loves it
5,I love to read and this tablet work great for my needs.
3,"I know beforehand that this is not a powerful tablet. But it's the best bargain at this price point . The screen is okay if you just read books, news, or surf the websites. But if you want to enjoy videos-this is not your choice.The processor is slow and the amazon app store doesn't have all the apps like you'd expect from Google appstore- even though the OS based on android. But few tweaks let you install the Google playstore-search online for the steps.Overall I'm satisfied with my purchase. Hope this is helpful."
5,"I bought it for my grand daughter, she knew how to use it right away. You can purchase a rubber case in different colors for protection."
3,It is just an average tablet. Bit slow but is a good option for people on budget
4,Very nice for reading and watching videos. Strong wi fi is a must. Slippery to hold so buy a cover
3,Tablet stopped working after owning for two weeks. Came back on after an hour.
5,"This device is great for the price! I use it for my daughter and after having seeing the ads on amazon, I thought this would perfect for her."
5,"I think that the Amazon Kindle tablet was a great purchase for my teenage daughter and grandson, very easy to operate. It kept them entertained for hours while we were traveling on the train for vacation."
5,Great device. Works very well and use it throughout the day.Keeps me informed and great for looking up things and staying in contact.
4,"I love my kindle, I can listen to music,read my emails, or pick a book to read. Everything loads up easily."
4,"I really enjoy my new kindle, still getting used to it."
5,I have done this like 5 times now. Don't send me this ahs8n. Getting aggravating.
4,"This is an affordable tablet and works well, you just have to deal with a lot of advertising."
5,"Love how I am able to run the latest Minecraft on this device, but am not able to on a 3-year-old iPad. It seems as apple handy cap their devices. Resolution may not be the best, but for the little buggers it works fine"
5,"I love my Fire HD8 I got it because my Kindle(the original) that my husband bought me died and the Verizon Tablet wasn't working great for me. So I came down and the agent at store showed me this one, there is a learning curve but it gets better and takes a while to learn but I love it."
5,"Does all the basic stuff I need at a great price. I use it for some apps, web browsing and some video. Picked this over the Fire 7"" for the screen size, resolution and CPU/GPU. Battery life is pretty good. Ads aren't too annoying.Far cheaper than competing name-brand budget tablets while doing almost everything needed at this level and probably better supported. FireOS will always be a little behind the current Android version and I'd rather have Google Play than Amazon, but this still allows for side-loading stuff.Recommend if you're ok with living in Amazon's world and/or proficient enough to load other app stores or packages (or know somebody can)."
5,"this item work just as I expected it to, great product!"
4,"This is the third Fire we've purchased, and Amazon finally made this level memory-upgradable. That has made all the difference. I bought Fire tablets for use as a 'kid tablets', for which they work great...until you run out of memory. 8GB is practically nothing these days (I remember when having 64kb was a HUGE upgrade to my Atari!) so being able to toss in a memory card give my kids much more utility."
5,"Have a nook , this is much better has more apps and thru amazon"
5,I love the size and the HD quality. Just what I was looking for!Downloads apps really fast!
5,Never thought a tablet at this price could be this good. Totally recommended!
5,This is my sixth unit and has features many of the newer models didn't have.
5,Thank..............................................
4,"I had the original kindle fire for ten years and I loved it. But it broke on me and I decided on this one after looking at all the upgrades from the original. It let's you do so much more, but some of the tutorials (like for the internet) weren't helpful."
4,"Lightweight, nice display and not too large to carry."
4,this is the perfect size for an older person who uses it minimally.
4,"Good tablet, satisfied. One point annoying...silk browser makes Yahoo email a list and have to tap HTML to read each one...Awkward."
5,I love the apps that are on here and everything else I think it's the perfect tablet for a beginner has all of the apps that you will need
5,Love this tablet. 16GB memory but have expansion slot. Bought 128GB micro SD card for $56. Love this feature
5,I love Amazon Fire HD8... It is so easy to use and perfect for reading books on or cruising Social Media. I love that it has Alexa included on it.
4,"I love my Kindle for reading manga and comics. The fact that the graphics are worse than my phone detracts a little from the expirence, but serves to remind me that I cheaped out and bought yesterday's model. This is not a real negative, it just appeares less crisp than my phone. The increased picture size more than makes up for it in my book."
1,This thing lasted not even a month before it went dead. Going to try and take it back
5,Bought this so the grandkids could use it. They already have one at their house. My husband has been using it also & he likes it. He has never used a tablet before but he has enjoyed it.
5,This is a fantastic tablet for the price. This is a great alternative to an IPad.
5,I had an original Kindle that I replaced with this newer one. I love it!!
4,My 8 year old loves this so much to do on it. She enjoys reading on it play games .
5,I purchased this tablet for my 9 year old son and he loves it. Nice bright screen and has two speakers for pretty good sound for a tablet. Great for games and watching videos.
5,This was purchased on Black Friday as an impulse buy and we absolutely love it! It was a great price and the size of the tablet is perfect. It works great!
5,Great little tablet for someone who is always on the go.
5,I love my tablet no regrets the pic are great I recommend it!
5,It's a great item to have when you are out and about. It's easy to connect to Wi-Fi and it's small enough to fit in my purse.
5,Nice product for the price. It does what we need it to do. Easy to use and handy to have with you instead of a heavy laptop.
